"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 21 11:49:43 GMT 2021","Sat Aug 21 11:49:50 GMT 2021","6476","","Tests.TestSearch.TestSearch","","Tests.TestSearch.TestSearch","TestSearch","TestSearch()",""
"broken","Sat Aug 21 11:49:57 GMT 2021","Sat Aug 21 11:50:11 GMT 2021","13466","","Tests.TestAdvertModify.TestAdvertModify","","Tests.TestAdvertModify.TestAdvertModify","TestHirdModositas","Belépek egy hirdetésbe amit modosítok",""
"skipped","Sat Aug 21 11:48:51 GMT 2021","Sat Aug 21 11:48:51 GMT 2021","0","","Tests.TestMethods.TestMethods","","Tests.TestMethods.TestMethods","fileExist","Modosito fajl letezik es van e tartalma",""
"broken","Sat Aug 21 11:49:10 GMT 2021","Sat Aug 21 11:49:21 GMT 2021","10431","","Tests.TestLogout.TestLogout","","Tests.TestLogout.TestLogout","TestLogout","Belépés után a szabályos kijelentkezést ellenörzöm",""
"passed","Sat Aug 21 11:49:38 GMT 2021","Sat Aug 21 11:49:43 GMT 2021","4752","","Tests.TestNewPwd.TestNewPwd","","Tests.TestNewPwd.TestNewPwd","TestNewPwd","Ellenörzöm a jelszóemlékeztető helyes működését",""
"passed","Sat Aug 21 11:48:51 GMT 2021","Sat Aug 21 11:48:51 GMT 2021","4","","Tests.TestMethods.TestMethods","","Tests.TestMethods.TestMethods","TestphoneGenerator","Telefonszam hossza, tipusa",""
"passed","Sat Aug 21 11:49:21 GMT 2021","Sat Aug 21 11:49:30 GMT 2021","8970","","Tests.TestRegistration.TestRegistration","","Tests.TestRegistration.TestRegistration","TestRegistration","TestRegistration()",""
"passed","Sat Aug 21 11:49:01 GMT 2021","Sat Aug 21 11:49:07 GMT 2021","5905","","Tests.TestIndexPage.TestIndexPage","","Tests.TestIndexPage.TestIndexPage","TestAllAdvertContent","Ellenörzöm hirdetés nem nyomja-e szét az oldalt",""
"passed","Sat Aug 21 11:48:51 GMT 2021","Sat Aug 21 11:48:51 GMT 2021","19","","Tests.TestMethods.TestMethods","","Tests.TestMethods.TestMethods","TestRandNum","A generalt szam Range-en belul van-e",""
"passed","Sat Aug 21 11:48:32 GMT 2021","Sat Aug 21 11:48:51 GMT 2021","18368","","Tests.TestAdatKezelesi.TestAdatKezelesi","","Tests.TestAdatKezelesi.TestAdatKezelesi","TestAdatKezelesi","Adatkezelési nyilatkozat ellenörzése",""
"broken","Sat Aug 21 11:49:50 GMT 2021","Sat Aug 21 11:49:57 GMT 2021","7710","","Tests.TestContact.TestContact","","Tests.TestContact.TestContact","TestContact","Kontakt formot ellenörzöm bevitt adatokkal",""
"passed","Sat Aug 21 11:48:51 GMT 2021","Sat Aug 21 11:49:01 GMT 2021","10191","","Tests.TestIndexPage.TestIndexPage","","Tests.TestIndexPage.TestIndexPage","TestSaveAdvertTitleToFile","Mentem a hirdetések címét egy fájlba, majd ráellenörzök dbszám szerint",""
"passed","Sat Aug 21 11:49:07 GMT 2021","Sat Aug 21 11:49:10 GMT 2021","3119","","Tests.TestIndexPage.TestIndexPage","","Tests.TestIndexPage.TestIndexPage","TestIndexPage","Klikkelek az összes hirdetés linkre a nyitóoldalon",""
"passed","Sat Aug 21 11:49:30 GMT 2021","Sat Aug 21 11:49:38 GMT 2021","8689","","Tests.TestLogin.TestLogin","","Tests.TestLogin.TestLogin","TestBelepes","A bejelentkezést helyes folyamatát ellenörzöm",""
